Time,Temp,Windchill,Heat Index,Humidity,Pressure,Dew Point,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
6/20/2016 2:00,18.9,,,0.75,1023.8,14.4,16.1,Calm,0,0,0,,Clear
6/20/2016 3:00,18.9,,,0.75,1023.5,14.4,16.1,Calm,0,0,0,,Clear
6/20/2016 4:00,18.9,,,0.75,1022.7,14.4,16.1,Variable,5.6,0,0,,Clear
6/20/2016 5:00,18.9,,,0.78,1023,15,16.1,Variable,5.6,0,0,,Clear
6/20/2016 6:00,17.8,,,0.87,1022.9,15.6,16.1,Calm,0,0,0,,Clear
6/20/2016 7:00,18.3,,,0.84,1022.8,15.6,14.5,Calm,0,0,0,,Clear
6/20/2016 8:00,19.4,,,0.81,1022.7,16.1,14.5,Calm,0,0,0,,Partly Cloudy
6/20/2016 9:00,20.6,,,0.75,1022.8,16.1,14.5,Calm,0,0,0,,Clear
6/20/2016 10:00,22.2,,,0.71,1022.6,16.7,12.9,ENE,5.6,0,0,,Clear
6/20/2016 11:00,24.4,,,0.62,1021.8,16.7,12.9,Variable,5.6,0,0,,Clear
6/20/2016 12:00,26.1,,,0.58,1021.3,17.2,12.9,Variable,7.4,0,0,,Clear
6/20/2016 13:00,26.7,,27.6,0.58,1020.5,17.8,12.9,Calm,0,0,0,,Clear
6/20/2016 14:00,27.2,,28,0.56,1019.8,17.8,12.9,Variable,7.4,0,0,,Clear
6/20/2016 15:00,27.8,,28.4,0.52,1018.6,17.2,12.9,South,13,0,0,,Clear
6/20/2016 16:00,27.8,,28.4,0.52,1017.5,17.2,12.9,SSE,14.8,0,0,,Clear
6/20/2016 17:00,26.7,,27.5,0.56,1016.8,17.2,12.9,South,9.3,0,0,,Partly Cloudy
6/20/2016 18:00,26.1,,,0.54,1016,16.1,12.9,Variable,9.3,0,0,,Clear
6/20/2016 19:00,25.6,,,0.58,1015.1,16.7,12.9,Calm,0,0,0,,Clear
6/20/2016 20:00,25.6,,,0.56,1014.4,16.1,12.9,North,0,0,0,,Clear
6/20/2016 21:00,25.6,,,0.58,1013.4,16.7,12.9,Calm,0,0,0,,Clear
6/20/2016 22:00,25,,,0.62,1013,17.2,14.5,Variable,9.3,0,0,,Clear
6/20/2016 23:00,25.6,,,0.6,1012.8,17.2,14.5,Calm,0,0,0,,Clear
6/21/2016 0:00,26.7,,27.1,0.5,1012.3,15.6,14.5,Variable,5.6,0,0,,Clear
6/21/2016 1:00,25.6,,,0.5,1011.4,14.4,16.1,Variable,7.4,0,0,,Partly Cloudy
6/21/2016 2:00,26.1,,,0.45,1010.4,13.3,16.1,Variable,9.3,0,0,,Partly Cloudy
6/21/2016 3:00,25.6,,,0.46,1010,13.3,16.1,West,13,31.5,0,,Partly Cloudy
6/21/2016 4:00,25,,,0.5,1009.1,13.9,16.1,West,14.8,0,0,,Partly Cloudy
6/21/2016 5:00,25,,,0.52,1008.6,14.4,16.1,Variable,9.3,0,0,,Mostly Cloudy
6/21/2016 6:00,25,,,0.54,1008.4,15,16.1,Variable,11.1,0,0,,Mostly Cloudy
6/21/2016 7:00,24.4,,,0.58,1008.7,15.6,16.1,West,9.3,0,0,,Partly Cloudy
6/21/2016 8:00,23.9,,,0.64,1010,16.7,9.7,Variable,9.3,0,0,Rain,Light Rain
6/21/2016 9:00,22.2,,,0.66,1007.3,15.6,14.5,SW,5.6,0,0,,Scattered Clouds
6/21/2016 10:00,22.8,,,0.59,1009.8,14.4,14.5,Variable,7.4,0,0,,Clear
6/21/2016 11:00,24.4,,,0.46,1010,12.2,16.1,WNW,13,0,0,,Clear
6/21/2016 12:00,26.1,,,0.42,1010.3,12.2,16.1,North,0,0,0,,Clear
6/21/2016 13:00,28.3,,,0.34,1010.6,11.1,16.1,Variable,5.6,0,0,,Clear
6/21/2016 14:00,28.3,,27.7,0.36,1010,11.7,16.1,Variable,9.3,0,0,,Mostly Cloudy
6/21/2016 15:00,29.4,,28.4,0.33,1009.3,11.7,16.1,WNW,16.7,0,0,,Clear
6/21/2016 16:00,30,,28.9,0.32,1008.5,11.7,16.1,Variable,5.6,0,0,,Partly Cloudy
6/21/2016 17:00,30,,29.2,0.35,1007.5,12.8,16.1,Variable,5.6,0,0,,Clear
6/21/2016 18:00,29.4,,28.7,0.36,1007.4,12.8,14.5,Variable,5.6,0,0,,Scattered Clouds
6/21/2016 19:00,27.2,,27.5,0.49,1007.2,15.6,14.5,Variable,9.3,0,0,,Scattered Clouds
6/21/2016 20:00,26.7,,27.5,0.56,1007.3,17.2,12.9,Calm,0,0,0,,Partly Cloudy
6/21/2016 21:00,26.7,,27.5,0.56,1007.3,17.2,12.9,Calm,0,0,0,,Clear
6/21/2016 22:00,26.7,,,0.28,1008.2,6.7,16.1,Variable,7.4,0,0,,Partly Cloudy
6/21/2016 23:00,25.6,,,0.32,1009.1,7.8,16.1,North,0,0,0,,Scattered Clouds
6/22/2016 0:00,25,,,0.33,1009.2,7.8,16.1,Variable,7.4,0,0,,Partly Cloudy
6/22/2016 1:00,23.3,,,0.35,1009.3,7.2,16.1,NE,5.6,0,0,,Clear
6/22/2016 2:00,22.8,,,0.39,1009.5,8.3,16.1,Calm,0,0,0,,Overcast
6/22/2016 3:00,22.8,,,0.35,1009.3,6.7,16.1,Calm,0,0,0,,Mostly Cloudy
6/22/2016 4:00,21.7,,,0.39,1009.1,7.2,16.1,SE,5.6,0,0,,Clear
6/22/2016 5:00,21.1,,,0.46,1009.4,8.9,16.1,NNE,5.6,0,0,,Clear
6/22/2016 6:00,20.6,,,0.47,1009,8.9,16.1,Calm,0,0,0,,Clear
6/22/2016 7:00,21.1,,,0.49,1009.2,10,16.1,Calm,0,0,0,,Clear
6/22/2016 8:00,20.6,,,0.58,1009.3,12.2,16.1,Calm,0,0,0,,Clear
6/22/2016 9:00,22.2,,,0.59,1009.2,13.9,14.5,Calm,0,0,0,,Clear
6/22/2016 10:00,23.3,,,0.52,1009.1,12.8,14.5,Calm,0,0,0,,Clear
6/22/2016 11:00,25,,,0.43,1009.1,11.7,14.5,West,11.1,0,0,,Clear
6/22/2016 12:00,26.7,,26.6,0.39,1009.2,11.7,14.5,Variable,9.3,0,0,,Clear
6/22/2016 13:00,28.3,,,0.33,1009.1,10.6,14.5,West,16.7,29.6,0,,Partly Cloudy
6/22/2016 14:00,28.9,,,0.31,1009.2,10,16.1,WNW,20.4,33.3,0,,Partly Cloudy
6/22/2016 15:00,27.8,,,0.3,1009.6,8.9,16.1,WNW,14.8,31.5,0,,Scattered Clouds
6/22/2016 16:00,28.9,,,0.26,1009.8,7.8,16.1,Variable,11.1,40.7,0,,Clear
6/22/2016 17:00,28.3,,,0.27,1010,7.8,16.1,WNW,18.5,29.6,0,,Partly Cloudy
6/22/2016 18:00,28.9,,,0.26,1010.2,7.8,16.1,NW,13,0,0,,Partly Cloudy
6/22/2016 19:00,28.3,,,0.28,1010.1,8.3,16.1,WNW,9.3,33.3,0,,Clear
6/22/2016 20:00,27.8,,,0.3,1010.5,8.9,16.1,Variable,11.1,0,0,,Clear
6/22/2016 21:00,26.7,,,0.32,1010.8,8.9,16.1,Variable,7.4,0,0,,Clear
6/22/2016 22:00,26.1,,,0.32,1011.5,8.3,16.1,Variable,5.6,0,0,,Mostly Cloudy
6/22/2016 23:00,25,,,0.33,1012.4,7.8,16.1,Calm,0,0,0,,Partly Cloudy
6/23/2016 0:00,24.4,,,0.37,1013.1,8.9,16.1,Calm,0,0,0,,Clear
6/23/2016 1:00,22.8,,,0.46,1013.2,10.6,16.1,Calm,0,0,0,,Clear
6/23/2016 2:00,22.8,,,0.42,1012.7,9.4,16.1,Calm,0,0,0,,Clear
6/23/2016 3:00,23.3,,,0.41,1012.8,9.4,16.1,Calm,0,0,0,,Partly Cloudy
6/23/2016 4:00,21.7,,,0.49,1012.8,10.6,16.1,NE,5.6,0,0,,Mostly Cloudy
6/23/2016 5:00,21.7,,,0.49,1012.1,10.6,16.1,ENE,5.6,0,0,,Clear
6/23/2016 6:00,21.1,,,0.47,1011.9,9.4,16.1,Variable,5.6,0,0,,Clear
6/23/2016 7:00,21.1,,,0.47,1011.5,9.4,16.1,ENE,5.6,0,0,,Clear
6/23/2016 8:00,20.6,,,0.57,1012.2,11.7,14.5,North,5.6,0,0,,Clear
6/23/2016 9:00,21.7,,,0.59,1011.8,13.3,14.5,Calm,0,0,0,,Clear
6/23/2016 10:00,23.3,,,0.55,1011.6,13.9,14.5,Calm,0,0,0,,Partly Cloudy
6/23/2016 11:00,24.4,,,0.54,1011.6,14.4,14.5,Calm,0,0,0,,Mostly Cloudy
6/23/2016 12:00,25,,,0.52,1011.3,14.4,12.9,Calm,0,0,0,,Mostly Cloudy
6/23/2016 13:00,24.4,,,0.58,1010.9,15.6,12.9,Variable,5.6,0,0,,Overcast
6/23/2016 14:00,25.6,,,0.5,1010.2,14.4,12.9,Calm,0,0,0,,Overcast
6/23/2016 15:00,26.1,,,0.5,1009.7,15,12.9,ENE,9.3,0,0,,Mostly Cloudy
6/23/2016 16:00,26.7,,27,0.48,1009.7,15,12.9,Variable,5.6,0,0,,Mostly Cloudy
6/23/2016 17:00,27.2,,27.4,0.47,1009.7,15,12.9,ENE,7.4,0,0,,Mostly Cloudy
6/23/2016 18:00,26.1,,,0.52,1009.7,15.6,12.9,NE,5.6,0,0,,Overcast
6/23/2016 19:00,25.6,,,0.54,1009.3,15.6,12.9,Calm,0,0,0,,Overcast
6/23/2016 20:00,25,,,0.62,1009.5,17.2,12.9,Calm,0,0,0,,Mostly Cloudy
6/23/2016 21:00,23.9,,,0.69,1009.9,17.8,12.9,Calm,0,0,0,,Overcast
6/23/2016 22:00,22.8,,,0.76,1010.3,18.3,12.9,Variable,5.6,0,0,,Scattered Clouds
6/23/2016 23:00,22.8,,,0.73,1011,17.8,12.9,Calm,0,0,0,,Clear
6/24/2016 0:00,22.2,,,0.76,1011.4,17.8,12.9,ENE,5.6,0,0,,Clear
6/24/2016 1:00,22.2,,,0.73,1011.7,17.2,12.9,Calm,0,0,0,,Clear
6/24/2016 2:00,21.7,,,0.75,1011.7,17.2,12.9,Calm,0,0,0,,Clear
6/24/2016 3:00,21.7,,,0.75,1012.2,17.2,9.7,NE,7.4,0,0,,Haze
6/24/2016 4:00,21.1,,,0.81,1012.8,17.8,9.7,Calm,0,0,0,,Haze
6/24/2016 5:00,21.7,,,0.78,1012.9,17.8,9.7,NE,5.6,0,0,,Haze
6/24/2016 6:00,20.6,,,0.75,1013.5,16.1,14.5,Variable,7.4,0,0,,Clear
6/24/2016 7:00,21.1,,,0.47,1014.3,9.4,16.1,NE,11.1,0,0,,Clear
6/24/2016 8:00,21.1,,,0.53,1014.9,11.1,16.1,Variable,11.1,0,0,,Clear
6/24/2016 9:00,22.2,,,0.48,1015.7,10.6,16.1,East,16.7,27.8,0,,Clear
6/24/2016 10:00,22.2,,,0.46,1016.6,10,16.1,ENE,18.5,31.5,0,,Clear
6/24/2016 11:00,22.8,,,0.48,1017.2,11.1,16.1,ENE,22.2,29.6,0,,Clear
6/24/2016 12:00,24.4,,,0.42,1017.5,10.6,16.1,Variable,11.1,0,0,,Clear
6/24/2016 13:00,26.1,,,0.39,1017.6,11.1,16.1,ENE,18.5,0,0,,Clear
6/24/2016 14:00,27.8,,27.4,0.38,1017.3,12.2,16.1,ENE,13,0,0,,Clear
6/24/2016 15:00,28.3,,27.7,0.37,1017.3,12.2,16.1,East,13,0,0,,Clear
6/24/2016 16:00,28.3,,27.8,0.38,1017.5,12.8,16.1,North,0,0,0,,Clear
6/24/2016 17:00,27.8,,27.4,0.39,1017.9,12.8,14.5,Variable,7.4,0,0,,Clear
6/24/2016 18:00,26.7,,26.7,0.42,1017.9,12.8,14.5,North,0,0,0,,Clear
6/24/2016 19:00,25,,,0.48,1018,13.3,14.5,Variable,9.3,0,0,,Clear
6/24/2016 20:00,24.4,,,0.5,1018.3,13.3,14.5,Variable,7.4,0,0,,Clear
6/24/2016 21:00,22.8,,,0.59,1018.6,14.4,14.5,Variable,5.6,0,0,,Clear
6/24/2016 22:00,21.7,,,0.63,1018.8,14.4,14.5,Calm,0,0,0,,Clear
6/24/2016 23:00,21.1,,,0.68,1019.5,15,14.5,ESE,5.6,0,0,,Clear
6/25/2016 0:00,21.7,,,0.66,1019.6,15,14.5,Variable,7.4,0,0,,Mostly Cloudy
6/25/2016 1:00,20.6,,,0.68,1019.6,14.4,14.5,ENE,11.1,0,0,,Partly Cloudy
6/25/2016 2:00,20,,,0.68,1019.8,13.9,16.1,ENE,11.1,0,0,,Clear
6/25/2016 3:00,19.4,,,0.7,1020,13.9,16.1,Variable,5.6,0,0,,Clear
6/25/2016 4:00,19.4,,,0.73,1019.8,14.4,16.1,Variable,7.4,0,0,,Clear
6/25/2016 5:00,18.9,,,0.75,1020.2,14.4,16.1,Calm,0,0,0,,Clear
6/25/2016 6:00,18.3,,,0.81,1020.6,15,14.5,ENE,5.6,0,0,,Clear
6/25/2016 7:00,18.3,,,0.81,1021.2,15,11.3,NNE,5.6,0,0,,Clear
6/25/2016 8:00,19.4,,,0.76,1021.7,15,12.9,ENE,7.4,0,0,,Clear
6/25/2016 9:00,20.6,,,0.7,1022.2,15,12.9,ENE,13,0,0,,Clear
6/25/2016 10:00,22.2,,,0.61,1022.2,14.4,14.5,ENE,7.4,0,0,,Clear
6/25/2016 11:00,22.8,,,0.53,1022.3,12.8,16.1,Variable,7.4,0,0,,Clear
6/25/2016 12:00,24.4,,,0.5,1022.2,13.3,14.5,ENE,7.4,0,0,,Clear
6/25/2016 13:00,26.7,,26.9,0.45,1022.2,13.9,14.5,Variable,7.4,0,0,,Clear
6/25/2016 14:00,28.3,,,0.33,1022.2,10.6,16.1,Variable,5.6,0,0,,Clear
6/25/2016 15:00,28.9,,28,0.34,1022,11.7,16.1,North,0,0,0,,Clear
6/25/2016 16:00,29.4,,28.7,0.36,1021.6,12.8,14.5,Variable,9.3,0,0,,Clear
6/25/2016 17:00,27.2,,27,0.39,1021.6,12.2,14.5,Variable,5.6,0,0,,Clear
6/25/2016 18:00,26.7,,26.7,0.4,1021.9,12.2,14.5,Variable,5.6,0,0,,Clear
6/25/2016 19:00,25,,,0.43,1021.9,11.7,14.5,Variable,9.3,0,0,,Clear
6/25/2016 20:00,24.4,,,0.42,1021.6,10.6,16.1,Variable,7.4,0,0,,Clear
6/25/2016 21:00,22.8,,,0.44,1022,10,16.1,Variable,5.6,0,0,,Clear
6/25/2016 22:00,22.2,,,0.43,1022.2,8.9,16.1,Calm,0,0,0,,Clear
6/25/2016 23:00,21.7,,,0.49,1022.8,10.6,16.1,Calm,0,0,0,,Clear
6/26/2016 0:00,20.6,,,0.58,1022.8,12.2,16.1,Calm,0,0,0,,Clear
6/26/2016 1:00,20,,,0.68,1022.7,13.9,16.1,SSE,7.4,0,0,,Partly Cloudy
6/26/2016 2:00,20.6,,,0.65,1023,13.9,16.1,Calm,0,0,0,,Mostly Cloudy
6/26/2016 3:00,20,,,0.7,1023.1,14.4,16.1,Calm,0,0,0,,Clear
6/26/2016 4:00,20,,,0.59,1023.5,11.7,16.1,Calm,0,0,0,,Clear
6/26/2016 5:00,20.6,,,0.58,1023.7,12.2,16.1,Calm,0,0,0,,Mostly Cloudy
6/26/2016 6:00,20.6,,,0.61,1023.5,12.8,16.1,West,5.6,0,0,,Partly Cloudy
6/26/2016 7:00,20,,,0.63,1023.5,12.8,14.5,Calm,0,0,0,,Clear
6/26/2016 8:00,20.6,,,0.63,1023.1,13.3,14.5,WSW,5.6,0,0,,Clear
6/26/2016 9:00,22.2,,,0.55,1023.4,12.8,11.3,Calm,0,0,0,,Clear
6/26/2016 10:00,23.3,,,0.5,1023.4,12.2,11.3,Calm,0,0,0,,Clear
6/26/2016 11:00,25,,,0.47,1023.1,12.8,12.9,Variable,5.6,0,0,,Clear
6/26/2016 12:00,26.7,,26.8,0.43,1023,13.3,14.5,Calm,0,0,0,,Clear
6/26/2016 13:00,28.3,,28.2,0.44,1022.7,15,12.9,Calm,0,0,0,,Clear
6/26/2016 14:00,30,,29.5,0.38,1022.9,14.4,12.9,Calm,0,0,0,,Clear
6/26/2016 15:00,29.4,,29.1,0.41,1022.4,15,12.9,North,0,0,0,,Clear
6/26/2016 16:00,28.3,,28.4,0.46,1022,15.6,14.5,Calm,0,0,0,,Clear
6/26/2016 17:00,27.8,,28,0.47,1021.5,15.6,14.5,South,11.1,0,0,,Clear
6/26/2016 18:00,26.7,,26.9,0.45,1021.2,13.9,14.5,North,0,0,0,,Clear
6/26/2016 19:00,26.1,,,0.45,1020.7,13.3,14.5,Variable,5.6,0,0,,Clear
6/26/2016 20:00,24.4,,,0.43,1020.8,11.1,14.5,Variable,9.3,0,0,,Clear
6/26/2016 21:00,23.9,,,0.44,1020.4,11.1,14.5,Variable,7.4,0,0,,Clear
6/26/2016 22:00,23.3,,,0.45,1019.8,10.6,16.1,Variable,7.4,0,0,,Clear
6/26/2016 23:00,23.9,,,0.38,1020.1,8.9,16.1,Variable,5.6,0,0,,Clear
6/27/2016 0:00,23.3,,,0.37,1020.1,7.8,16.1,Variable,7.4,0,0,,Clear
6/27/2016 1:00,22.8,,,0.38,1020.3,7.8,16.1,WSW,7.4,0,0,,Clear
6/27/2016 2:00,22.2,,,0.44,1020.1,9.4,16.1,Variable,9.3,0,0,,Clear
6/27/2016 3:00,21.7,,,0.49,1020.2,10.6,14.5,Variable,5.6,0,0,,Clear
6/27/2016 4:00,21.1,,,0.51,1019.7,10.6,16.1,Variable,9.3,0,0,,Clear
6/27/2016 5:00,21.1,,,0.51,1019.4,10.6,16.1,WSW,13,27.8,0,,Clear
6/27/2016 6:00,20,,,0.61,1019.5,12.2,16.1,WSW,7.4,0,0,,Clear
6/27/2016 7:00,19.4,,,0.68,1019.9,13.3,14.5,Variable,5.6,0,0,,Clear
6/27/2016 8:00,20.6,,,0.63,1019.5,13.3,14.5,Variable,9.3,0,0,,Clear
6/27/2016 9:00,21.1,,,0.63,1019.3,13.9,14.5,WSW,11.1,0,0,,Clear
6/27/2016 10:00,22.2,,,0.66,1019.4,15.6,12.9,Variable,9.3,0,0,,Clear
6/27/2016 11:00,23.3,,,0.64,1019,16.1,12.9,Calm,0,0,0,,Clear
6/27/2016 12:00,25,,,0.5,1018.4,13.9,14.5,Variable,5.6,0,0,,Clear
6/27/2016 13:00,26.1,,,0.52,1018,15.6,14.5,SSE,11.1,0,0,,Clear
6/27/2016 14:00,27.8,,28.3,0.51,1017.5,16.7,14.5,North,0,0,0,,Partly Cloudy
6/27/2016 15:00,28.3,,29.1,0.53,1016.6,17.8,14.5,Variable,7.4,0,0,,Clear
6/27/2016 16:00,26.7,,27.7,0.6,1016,18.3,14.5,Variable,9.3,0,0,,Clear
6/27/2016 17:00,26.1,,,0.6,1015.8,17.8,14.5,South,18.5,29.6,0,,Clear
6/27/2016 18:00,25.6,,,0.64,1015.6,18.3,14.5,North,0,0,0,,Clear
6/27/2016 19:00,25,,,0.66,1015.3,18.3,14.5,North,0,0,0,,Clear
6/27/2016 20:00,24.4,,,0.69,1015.3,18.3,12.9,North,0,0,0,,Mostly Cloudy
6/27/2016 21:00,23.3,,,0.73,1015.6,18.3,12.9,North,0,0,0,,Overcast
6/27/2016 22:00,22.8,,,0.79,1015.7,18.9,14.5,Variable,7.4,0,0,,Mostly Cloudy
6/27/2016 23:00,21.7,,,0.9,1016.3,20,6.4,Variable,7.4,0,1,Rain,Light Rain
6/28/2016 0:00,21.1,,,0.93,1016.2,20,4.8,Variable,5.6,0,1.5,Rain,Light Rain
6/28/2016 1:00,21.1,,,0.93,1016,20,4,Variable,7.4,0,2,Rain,Rain
6/28/2016 2:00,20.6,,,0.96,1015.5,20,1.6,Calm,0,0,5.1,Rain,Heavy Rain
6/28/2016 3:00,20.6,,,0.96,1015.2,20,6.4,Variable,5.6,0,4.1,,Overcast
6/28/2016 4:00,20.6,,,0.93,1014.9,19.4,8,Variable,5.6,0,0,,Mostly Cloudy
6/28/2016 5:00,21.1,,,0.93,1014.5,20,9.7,Calm,0,0,0,,Overcast
6/28/2016 6:00,21.1,,,0.93,1014.4,20,8,Variable,7.4,0,0,,Overcast
6/28/2016 7:00,20.6,,,0.93,1014.8,19.4,12.9,Variable,5.6,0,0,,Overcast
6/28/2016 8:00,21.1,,,0.9,1014.8,19.4,11.3,Variable,7.4,0,0,,Overcast
6/28/2016 9:00,20.6,,,0.93,1015.1,19.4,8,SSW,9.3,0,0,,Overcast
6/28/2016 10:00,20.6,,,0.9,1015.3,18.9,12.9,Variable,5.6,0,0,,Overcast
6/28/2016 11:00,21.1,,,0.87,1014.9,18.9,9.7,Variable,5.6,0,0,,Overcast
6/28/2016 12:00,21.7,,,0.87,1014.7,19.4,9.7,SSE,9.3,0,0,,Overcast
6/28/2016 13:00,21.7,,,0.87,1014.8,19.4,8,Calm,0,0,0,,Overcast
6/28/2016 14:00,21.7,,,0.9,1014.4,20,8,Variable,9.3,0,0,,Overcast
6/28/2016 15:00,22.2,,,0.87,1014,20,9.7,Calm,0,0,0,,Overcast
6/28/2016 16:00,23.3,,,0.85,1012.9,20.6,11.3,Variable,5.6,0,0,,Overcast
6/28/2016 17:00,23.3,,,0.82,1012.5,20,12.9,Variable,9.3,0,0,,Overcast
6/28/2016 18:00,23.9,,,0.79,1012,20,12.9,Variable,9.3,0,0,,Mostly Cloudy
6/28/2016 19:00,23.3,,,0.82,1012.1,20,12.9,North,0,0,0,,Overcast
6/28/2016 20:00,22.2,,,0.87,1011.8,20,11.3,North,0,0,0,,Overcast
6/28/2016 21:00,22.2,,,0.87,1011.4,20,8,Variable,11.1,0,0,,Overcast
6/28/2016 22:00,21.7,,,0.9,1011.7,20,6.4,South,5.6,0,0,,Overcast
6/28/2016 23:00,21.7,,,0.93,1012.1,20.6,6.4,North,0,0,0,,Overcast
6/29/2016 0:00,21.7,,,0.93,1011.8,20.6,6.4,West,5.6,0,0.3,,Mostly Cloudy
6/29/2016 1:00,20.6,,,0.87,1011.8,18.3,16.1,NE,5.6,0,0,,Mostly Cloudy
6/29/2016 2:00,20,,,0.93,1011.4,18.9,11.3,Calm,0,0,0.5,Rain,Light Rain
6/29/2016 3:00,20,,,0.93,1010.8,18.9,9.7,Calm,0,0,0.3,,Mostly Cloudy
6/29/2016 4:00,20.6,,,0.93,1011.2,19.4,6.4,Calm,0,0,0,,Overcast
6/29/2016 5:00,20,,,0.9,1011.1,18.3,9.7,Calm,0,0,0,,Scattered Clouds
6/29/2016 6:00,19.4,,,0.93,1011,18.3,6.4,Calm,0,0,0,,Mostly Cloudy
6/29/2016 7:00,20,,,0.9,1011.4,18.3,4.8,Calm,0,0,0,,Mostly Cloudy
6/29/2016 8:00,20,,,0.93,1011.8,18.9,8,Calm,0,0,0,,Mostly Cloudy
6/29/2016 9:00,20.6,,,0.9,1012.1,18.9,12.9,Calm,0,0,0,,Partly Cloudy
6/29/2016 10:00,22.2,,,0.76,1012.2,17.8,14.5,Variable,7.4,0,0,,Clear
6/29/2016 11:00,22.8,,,0.76,1012.3,18.3,12.9,Calm,0,0,0,,Overcast
6/29/2016 12:00,23.9,,,0.71,1012.1,18.3,14.5,North,0,0,0,,Mostly Cloudy
6/29/2016 13:00,25.6,,,0.62,1011.8,17.8,14.5,Variable,5.6,0,0,,Partly Cloudy
6/29/2016 14:00,26.7,,27.6,0.58,1011.5,17.8,14.5,North,0,0,0,,Scattered Clouds
6/29/2016 15:00,27.8,,28.1,0.49,1011.2,16.1,16.1,Variable,9.3,0,0,,Scattered Clouds
6/29/2016 16:00,27.2,,27.4,0.47,1011.1,15,16.1,WNW,13,0,0,,Partly Cloudy
6/29/2016 17:00,27.2,,27.3,0.45,1011.3,14.4,16.1,West,5.6,0,0,,Partly Cloudy
6/29/2016 18:00,27.8,,27.6,0.41,1011.2,13.3,16.1,WNW,7.4,0,0,,Scattered Clouds
6/29/2016 19:00,27.8,,27.6,0.41,1011,13.3,16.1,West,11.1,0,0,,Clear
6/29/2016 20:00,27.2,,27.2,0.44,1011.5,13.9,16.1,Variable,7.4,0,0,,Clear
6/29/2016 21:00,26.1,,,0.45,1011.9,13.3,16.1,Calm,0,0,0,,Clear
6/29/2016 22:00,25.6,,,0.45,1012.4,12.8,16.1,Variable,7.4,0,0,,Clear
6/29/2016 23:00,25,,,0.47,1013.1,12.8,16.1,Variable,7.4,0,0,,Clear
6/30/2016 0:00,23.9,,,0.51,1013.7,13.3,16.1,Calm,0,0,0,,Clear
6/30/2016 1:00,22.8,,,0.57,1013.9,13.9,16.1,Calm,0,0,0,,Clear
6/30/2016 2:00,21.7,,,0.61,1014,13.9,16.1,Calm,0,0,0,,Clear
6/30/2016 3:00,21.7,,,0.59,1014,13.3,16.1,North,0,0,0,,Clear
6/30/2016 4:00,20.6,,,0.65,1014.2,13.9,16.1,Variable,5.6,0,0,,Clear
6/30/2016 5:00,20.6,,,0.63,1014.5,13.3,16.1,WNW,9.3,0,0,,Clear
6/30/2016 6:00,20,,,0.68,1015,13.9,16.1,Calm,0,0,0,,Clear
6/30/2016 7:00,20,,,0.68,1015.5,13.9,16.1,WNW,5.6,0,0,,Clear
6/30/2016 8:00,20,,,0.68,1016.1,13.9,16.1,NW,7.4,0,0,,Clear
6/30/2016 9:00,21.1,,,0.63,1016.2,13.9,16.1,North,7.4,0,0,,Clear
6/30/2016 10:00,22.2,,,0.59,1016.3,13.9,16.1,ENE,7.4,0,0,,Clear
6/30/2016 11:00,23.9,,,0.5,1016.4,12.8,16.1,Calm,0,0,0,,Clear
6/30/2016 12:00,25,,,0.45,1016.7,12.2,16.1,Calm,0,0,0,,Clear
6/30/2016 13:00,27.2,,27.2,0.44,1016.5,13.9,16.1,Calm,0,0,0,,Clear
6/30/2016 14:00,28.3,,27.8,0.38,1016.2,12.8,16.1,Calm,0,0,0,,Clear
6/30/2016 15:00,28.9,,28.3,0.38,1015.8,13.3,16.1,Calm,0,0,0,,Partly Cloudy
6/30/2016 16:00,28.3,,27.7,0.36,1015.5,11.7,16.1,Calm,0,0,0,,Mostly Cloudy
6/30/2016 17:00,28.9,,28.1,0.35,1015.1,12.2,16.1,Variable,7.4,0,0,,Clear
6/30/2016 18:00,28.9,,28.3,0.37,1015,12.8,16.1,North,0,0,0,,Clear
6/30/2016 19:00,27.2,,27.2,0.44,1015.4,13.9,16.1,Variable,7.4,0,0,,Scattered Clouds
6/30/2016 20:00,25.6,,,0.52,1015.9,15,16.1,Variable,5.6,0,0,,Scattered Clouds
6/30/2016 21:00,25.6,,,0.54,1015.8,15.6,14.5,Variable,9.3,0,0,,Partly Cloudy
6/30/2016 22:00,25,,,0.58,1015.9,16.1,16.1,Variable,5.6,0,0,,Clear
6/30/2016 23:00,24.4,,,0.6,1016.5,16.1,16.1,Calm,0,0,0,,Clear
